	1ATP_AGC	3NX8_AGC	1GZK_AGC	1H1W_AGC	1OMW_AGC	1VZO_AGC	1XJD_AGC	1ZRZ_AGC	2ACX_AGC	2ETR_AGC	2F2U_AGC	2I0E_AGC	2VD5_AGC	4AW2_AGC	2Z7Q_AGC	3G51_AGC	4FG8_CAMK	1A06_CAMK	1IA8_CAMK	2QHN_CAMK	1IG1_CAMK	1KWP_CAMK	1TKI_CAMK	1XWS_CAMK	1ZMU_CAMK	1ZWS_CAMK	2AC3_CAMK	2CN5_CAMK	2H6D_CAMK	2HW6_CAMK	2IWI_CAMK	2J90_CAMK	2JAM_CAMK	2JC6_CAMK	2Y7J_CAMK	2PHK_CAMK	2QNJ_CAMK	2V7O_CAMK	2VN9_CAMK	3BHH_CAMK	3C0G_CAMK	1CKI_CK1	2C47_CK1	2CHL_CK1	2CMW_CK1	3OP5_CK1	2JII_CK1	5UU1_CK1	2V62_CK1	1BI7_CMGC	1CM8_CMGC	2ZOQ_CMGC	4ZZN_CMGC	1ERK_CMGC	1H4L_CMGC	1HCK_CMGC	1I09_CMGC	1JNK_CMGC	1UA2_CMGC	3RGF_CMGC	1UKH_CMGC	1WBP_CMGC	1WFC_CMGC	1Z57_CMGC	2EU9_CMGC	2I6L_CMGC	3COI_CMGC	1JWH_Other	1MUO_Other	3FPQ_Other	1X8B_Other	2BUJ_Other	2JAV_Other	2OWB_Other	3CEK_Other	3COK_Other	1S9I_STE	1S9J_STE	1U5Q_STE	2BVA_STE	2C30_STE	5VIL_STE	2CLQ_STE	2DYL_STE	2F57_STE	2J51_STE	2J7T_STE	3CKW_STE	3COM_STE	1FGK_TK	1AD5_TK	1BYG_TK	1FMK_TK	1FPU_TK	1FVR_TK	1GJO_TK	1IRK_TK	1K2P_TK	5H3Q_TK	4ASZ_TK	1LUF_TK	1M14_TK	1MP8_TK	1MQB_TK	1PKG_TK	1R0P_TK	1RJB_TK	1SM2_TK	1U46_TK	1VR2_TK	1YVJ_TK	2B7A_TK	2DQ7_TK	2GSF_TK	2HEL_TK	2I1M_TK	2IVS_TK	2P0C_TK	2R2P_TK	2REI_TK	3BBT_TK	3BKB_TK	3CC6_TK	3LCK_TK	5HI2_TKL	3OMV_TKL	1UWH_TKL	5V5N_TKL	2EVA_TKL	4ZTN_TKL	2NRU_TKL	2QLU_TKL	4UY9_TKL	4UYA_TKL	
1R0P_TK	42.2249	42.7286	40.7586	42.2243	11.0095	44.0937	40.6484	46.0004	19.986	32.6611	36.8063	43.3495	33.5519	35.5437	40.5203	44.3894	36.2775	39.2907	40.3658	40.6616	40.7573	42.4589	41.5639	39.4901	44.7652	40.5586	38.9429	43.699	42.1513	34.6425	32.8465	38.0445	42.1793	38.5029	42.0518	43.7984	45.0459	44.4793	44.8576	42.8803	46.8873	42.6295	39.6565	40.4022	40.0508	41.6826	43.6403	43.7778	43.7632	43.4684	44.3205	41.8798	41.8654	39.384	44.1299	48.3906	42.8308	43.9795	43.2766	41.463	44.378	43.3065	44.1861	46.4701	43.5655	45.9533	43.5465	43.4081	36.6411	37.3602	39.9555	40.8744	36.2017	45.8714	32.7157	34.3645	45.47	44.13	45.7115	43.8592	43.4547	39.5901	38.2186	42.5638	47.2745	42.2022	42.0132	35.1348	38.7217	44.7573	27.2556	38.2266	27.0751	40.8492	44.0226	43.2486	46.565	38.678	42.877	46.9844	36.5826	43.1306	38.5434	40.3684	45.8431	100.0	44.656	35.6179	38.805	45.0504	38.3898	41.8618	38.9422	45.5491	37.5533	46.7996	44.4965	39.0277	45.5752	42.2844	43.9242	35.6683	42.1429	39.0654	36.8297	41.9798	40.9319	43.9576	43.9372	43.4919	44.2261	44.8409	44.7139	40.3946	
1RJB_TK	45.0535	45.3135	43.1202	44.5474	10.5287	41.0675	42.9816	46.2904	19.0661	32.3777	35.1848	44.3945	31.8737	34.2706	39.2957	42.5641	38.8407	40.6722	40.6291	39.058	43.7651	40.7254	42.7933	39.1342	43.9301	40.4213	38.0551	41.6808	38.7549	36.5876	31.7835	37.2682	46.4391	43.2406	41.0307	46.0948	43.7214	42.1604	45.2663	42.7543	47.7277	47.3981	41.9008	44.9092	44.6869	43.5855	46.1885	46.4099	46.0519	39.9694	41.4851	39.5627	39.1333	37.1692	42.6562	43.9664	40.8539	41.1481	42.6891	37.4773	41.6283	38.4243	39.0452	42.2407	39.771	41.4872	39.4423	40.6905	38.3219	40.147	40.541	38.7129	38.6473	43.0955	34.5562	33.1916	45.9948	46.188	47.319	39.6843	42.464	43.4783	41.5957	43.14	43.7616	40.5863	40.0229	36.8226	40.2314	43.9765	26.2767	40.014	26.3956	44.9563	48.7889	45.4682	47.5	44.7611	42.6448	45.2828	44.2473	41.7004	40.2503	42.3029	50.3065	44.656	100.0	39.8832	37.1494	44.7422	40.2441	45.2484	43.3616	46.1894	40.0824	51.7649	48.1942	38.5078	45.0204	42.7748	40.041	32.8055	43.8273	42.9555	38.1206	43.3322	41.7729	44.9436	44.8384	45.5337	46.0987	43.9244	43.4527	39.4859	
1SM2_TK	28.8431	29.3076	37.9523	36.2835	6.0385	30.4322	35.9281	34.8459	11.2364	19.3702	21.7429	30.9652	20.698	20.8415	37.6354	36.0841	36.3938	35.4264	37.0428	36.3602	36.6315	31.5809	32.1208	39.879	34.0212	36.1215	38.2402	36.0904	38.6378	40.692	36.2485	36.0467	38.492	37.022	40.0065	39.8398	31.1915	34.0354	36.5906	37.7914	37.3491	34.3851	32.2562	31.8304	32.7798	30.3138	31.9792	31.9686	32.618	37.7118	29.8951	25.9302	26.1732	23.8191	35.6161	35.0804	27.3911	27.4692	33.8403	28.668	30.2794	26.2906	26.8556	30.6145	27.8083	34.4592	27.2026	27.9031	39.8111	37.3501	43.3243	34.4168	38.2651	35.7194	30.6372	35.6913	37.213	38.963	37.1241	38.1965	37.9071	37.4411	37.4993	38.1792	37.5002	34.0838	35.3625	35.5392	37.9585	39.0332	15.7348	42.8478	15.881	40.4581	36.86	38.0253	38.1116	44.9941	36.0347	37.9114	39.3031	33.6864	42.805	40.0449	37.7974	35.6179	39.8832	100.0	39.4483	40.5589	37.4712	37.8611	40.4102	39.8893	40.1683	35.9224	40.4386	39.2062	40.5	40.2586	38.0316	23.5992	39.9809	38.9978	39.6027	39.4557	37.6797	40.1276	39.9101	38.1592	37.1989	39.6165	33.7575	39.1895	
1U46_TK	31.9565	32.326	43.8413	38.1129	6.7601	35.7221	38.4234	38.2239	12.5965	21.5983	23.8876	32.9294	24.1617	23.0664	42.4007	40.95	35.794	35.3457	40.0112	39.4	36.0278	33.0163	31.3936	40.9436	36.8015	35.1733	34.1205	34.5884	41.9546	37.3595	41.9891	34.6694	34.2509	33.9505	42.735	40.9601	33.7668	37.768	40.5732	40.052	38.0569	36.4393	38.8646	37.7089	37.9688	34.4645	36.7851	34.836	35.6084	43.1065	36.0574	30.1582	30.7239	27.922	40.7841	41.6233	31.1147	30.3568	42.1051	33.7413	31.6059	29.3583	31.967	33.3068	30.3713	39.507	30.6474	31.9226	41.3645	35.643	40.9994	40.3501	38.7055	37.8143	29.1689	36.0333	38.3631	37.6505	39.6464	42.703	42.1294	37.5533	37.4498	39.9114	40.8626	36.5295	39.6996	35.504	38.9635	45.039	17.1446	43.3628	17.5623	40.4958	40.1141	44.8206	41.4423	40.0991	42.6791	43.1009	38.5385	36.8475	42.0506	40.8712	41.2805	38.805	37.1494	39.4483	100.0	44.376	39.1918	37.8418	42.9372	40.5934	38.8341	38.107	43.9186	45.2698	41.998	43.009	44.4149	25.3293	39.3551	42.6943	39.7991	39.8765	40.7066	39.6964	39.3966	38.4365	37.7214	43.6949	38.305	42.4955	
1VR2_TK	38.2348	38.7423	43.9225	46.2291	8.5752	41.5499	42.5121	42.8275	16.0415	26.7664	29.6766	40.3303	28.553	29.0425	43.9491	45.5614	39.9026	41.0517	43.9083	43.2374	42.4245	40.1915	38.1415	40.721	42.914	42.0002	39.8233	44.0932	43.3317	38.9027	38.0684	41.4616	43.1389	41.2165	46.3053	46.0729	41.9556	44.7642	46.3783	45.0369	44.4131	43.5112	43.1277	42.2958	42.9838	40.6358	41.1761	41.4953	42.2331	43.9141	41.5317	37.5616	38.0687	35.3807	45.7005	46.8816	38.2963	37.2388	44.7636	40.4562	39.1527	37.3758	38.4747	41.7634	38.6755	43.8071	37.4198	36.8302	43.9344	41.5752	43.2041	41.8912	41.5608	46.5092	32.5798	37.7695	44.363	43.0195	44.755	43.8349	42.6881	42.4155	41.5901	44.9387	43.824	43.4109	44.705	39.9035	41.6625	48.1005	22.1803	42.378	22.2758	44.565	46.7255	47.7627	44.6785	42.3644	43.9094	46.6138	41.488	42.0064	44.2793	44.4637	48.3041	45.0504	44.7422	40.5589	44.376	100.0	41.5797	42.2748	43.9476	44.6171	40.2996	46.5444	47.2298	42.9355	47.091	44.9993	45.4585	30.9611	45.065	44.8508	41.4101	42.7048	43.402	44.7452	44.5913	43.6067	43.4497	46.212	44.982	45.7086	
1YVJ_TK	33.9888	34.4755	37.4921	38.0074	9.7145	35.9394	34.6718	41.5623	17.8225	26.3318	29.195	36.5791	31.0056	29.5533	36.2319	36.6992	35.3721	36.4903	36.8092	35.5707	34.9906	34.8374	33.3626	42.8301	37.9979	34.1128	41.2882	35.4899	35.6446	35.7148	37.3625	33.1364	35.1893	34.8919	44.2623	37.8328	36.9352	40.0271	41.9381	40.6186	41.9305	39.3609	36.7812	37.7084	36.935	38.9685	43.7471	40.2929	40.5404	41.3548	37.6234	37.3315	35.9866	34.2338	41.2173	41.1136	40.2474	36.1308	39.3079	36.5472	36.1939	33.1954	36.16	38.2722	34.4971	39.9841	35.0925	35.071	37.2189	32.9005	40.3701	43.3107	34.8444	40.3114	28.9431	29.5825	43.0444	41.8378	43.8992	40.6607	44.7658	35.7364	34.6837	35.4187	44.2494	35.4287	36.0671	31.5173	33.1285	41.6669	23.4237	36.7869	24.0023	35.5731	42.5759	37.2996	40.4453	36.635	44.5855	39.1668	41.1852	37.18	37.7236	34.2126	40.1285	38.3898	40.2441	37.4712	39.1918	41.5797	100.0	39.7346	36.0351	39.845	34.3426	41.15	43.4554	35.2173	38.5054	39.2149	38.8111	34.4399	35.9192	35.8304	33.9425	35.225	36.4634	42.9177	42.8061	35.8779	36.0551	43.6695	39.01	41.0274	
2B7A_TK	42.6459	42.9986	44.1968	44.5956	9.4002	42.0163	44.6263	46.748	17.181	27.1801	30.4026	42.0902	27.2863	30.3995	40.761	43.9537	40.3964	41.358	44.0033	42.9354	45.9636	43.4302	41.6608	41.2477	46.0712	43.1597	38.4717	43.3746	41.7926	37.8155	32.544	41.3923	45.3962	41.8995	42.2784	48.189	45.6363	43.5891	45.0738	43.444	43.0779	46.7273	43.635	46.2584	45.615	42.8429	41.3127	45.373	46.1816	40.2562	40.2085	39.7198	40.4164	37.019	42.2759	42.5814	37.1602	40.5106	41.3609	38.5513	41.7137	37.3097	37.7305	41.5997	39.3161	43.0048	38.2613	41.4911	40.9922	40.9894	41.9158	40.5429	43.3507	44.1345	39.7398	35.5444	46.86	45.3988	46.9165	39.9732	42.9149	44.9821	43.5948	45.6638	44.371	41.1819	40.62	40.8746	41.0955	44.6036	23.9334	38.7552	23.4158	42.4024	44.7348	44.2612	43.1139	44.438	40.175	45.9307	38.4499	41.7483	40.5281	41.0083	43.2264	41.8618	45.2484	37.8611	37.8418	42.2748	39.7346	100.0	43.6605	44.8583	40.0677	44.1548	47.3674	39.5311	44.3858	42.0047	42.3957	30.8331	44.1867	42.3077	41.503	44.497	43.3261	41.9342	41.8267	45.7309	45.7211	43.8065	42.3404	39.5658	
2DQ7_TK	36.9738	37.3079	43.5023	43.5949	7.298	37.9296	41.5067	40.0534	13.664	23.1699	25.785	37.3869	23.7146	24.7045	41.5563	42.7573	39.5861	39.2721	45.7411	44.4075	43.3596	38.0655	35.7804	38.7453	41.6889	40.2244	34.8922	39.9904	41.5722	39.0685	36.4595	39.9597	41.8125	40.9046	40.3897	44.9631	39.0504	40.3039	43.816	42.6542	40.3639	40.4605	41.2501	41.7242	42.3324	38.7108	37.0522	39.5426	40.2703	38.6773	37.0739	32.7425	33.8231	30.794	41.0837	41.8105	32.089	33.6547	42.2084	35.0349	36.314	32.6744	33.2431	34.6545	32.9888	41.1904	32.8456	33.9243	42.4134	40.774	42.3097	38.616	42.1412	40.2236	35.9464	36.2475	42.6722	41.936	43.1627	41.5866	40.3553	45.8231	45.3978	44.3199	40.2191	41.4421	44.3523	43.0311	45.3062	46.4758	19.701	43.4034	19.5458	46.3793	43.3367	47.7231	42.3717	43.7018	39.7616	44.4144	42.0686	40.7415	44.194	46.0955	45.0542	38.9422	43.3616	40.4102	42.9372	43.9476	36.0351	43.6605	100.0	43.4805	42.6141	42.1027	46.9219	42.4343	45.9957	44.6394	44.6841	26.6149	44.0844	51.4713	43.2731	44.0558	43.8954	43.0606	42.83	44.5237	43.5319	43.3407	41.6529	43.3459	
2GSF_TK	39.7818	40.0472	41.3666	41.691	8.9899	40.0759	39.671	45.2674	16.2019	28.668	32.0725	39.9776	28.733	30.6887	39.9901	42.0078	41.6925	43.2035	43.5919	43.3519	42.9988	42.8814	41.0851	41.5509	45.1818	41.4908	39.1631	42.9722	43.0599	38.0077	34.5073	41.2516	44.0088	44.4954	42.8722	45.4534	43.4513	41.946	44.5972	42.6574	44.1316	44.8888	39.9751	41.1784	40.7335	43.4527	40.2874	42.6564	43.1278	43.1565	40.5592	38.4009	38.952	35.7297	42.6538	44.4204	39.7095	40.7191	41.7388	39.4252	43.3829	36.8971	39.9889	41.1282	35.6985	44.1099	37.8268	40.7441	38.9177	40.1739	44.1758	39.3263	40.6009	43.5641	38.9131	37.3575	47.5947	48.2499	46.5041	45.6535	45.2704	43.3974	42.172	44.3908	48.18	43.273	43.1294	38.7166	43.7745	47.1341	23.7967	41.6709	22.8139	42.9527	46.7366	45.5178	45.7343	43.459	41.2985	44.982	41.444	44.5059	43.2494	49.6169	47.2716	45.5491	46.1894	39.8893	40.5934	44.6171	39.845	44.8583	43.4805	100.0	51.1621	45.8166	47.8488	41.3554	54.9652	50.7851	45.2263	31.3355	46.0843	43.4164	43.2673	46.0124	46.3051	45.3186	45.1609	45.293	45.4187	43.6564	44.8764	41.5198	
2HEL_TK	31.3764	31.6561	37.1518	36.0711	6.7624	31.968	36.9068	37.1599	12.1416	21.5686	24.4061	33.2739	21.7784	23.3269	35.7869	36.3403	38.4755	38.3838	40.5015	40.1473	37.2524	35.8811	34.2124	37.1863	36.9463	35.6667	35.1907	36.6638	40.9914	36.5014	34.1164	37.0543	38.1288	39.2183	37.2735	40.8161	34.8733	35.3664	38.4214	37.8452	37.4459	38.8296	34.0942	35.5998	34.9565	34.9542	31.8698	34.3338	34.9908	37.0974	31.9124	29.4726	30.4677	27.6152	36.7018	36.4076	29.8848	31.961	36.2483	32.5506	35.3776	28.3506	30.483	32.7645	28.3851	36.0688	28.6711	31.5643	35.8035	37.4674	42.213	34.2621	38.4366	36.7154	37.7375	36.5951	40.9248	42.9918	39.0382	40.2099	38.2455	40.2656	39.737	41.6193	40.0919	36.9489	37.9653	36.1704	42.9795	42.0403	17.8062	40.6771	16.9399	39.1361	39.129	41.9125	38.4732	42.2199	36.0567	39.9253	39.2219	38.0253	43.4787	49.6751	41.9182	37.5533	40.0824	40.1683	38.8341	40.2996	34.3426	40.0677	42.6141	51.1621	100.0	38.1079	41.895	39.8768	50.3774	49.7764	42.1271	23.797	43.6022	40.6739	43.6074	43.4562	43.5175	40.5523	40.295	40.3735	39.6504	38.3087	38.1303	37.8239	
2I1M_TK	48.3059	48.3113	40.5293	44.5447	11.6258	46.2163	41.0452	46.378	21.5915	33.3573	37.3409	44.5692	33.8995	36.9619	37.8446	42.6361	39.1098	42.6423	41.7583	40.3935	43.7223	43.1754	45.9484	38.9714	44.3168	41.1229	39.6316	41.7111	38.7781	35.6968	32.4077	37.4607	44.0237	43.9226	42.3496	44.0247	45.4829	48.577	50.4172	47.5086	47.9521	45.2721	41.5476	43.3786	43.0394	46.6644	48.6244	48.7314	48.4914	42.0409	46.4052	44.9728	44.186	42.4477	44.4265	48.0738	45.699	45.7506	46.2797	41.4169	44.5667	44.1706	45.7239	45.3202	42.9914	44.0719	43.951	42.3702	37.5444	39.4231	41.0594	43.665	36.2975	44.2219	34.6213	32.3177	48.1042	45.3359	52.2747	42.2704	44.6525	42.7785	40.7318	42.6683	46.0114	44.715	43.7385	36.5375	42.3832	45.5014	29.8292	37.812	29.6799	43.2597	51.1846	46.0191	47.9167	39.7944	47.3748	48.3438	42.0906	44.1089	39.1303	41.8759	51.2589	46.7996	51.7649	35.9224	38.107	46.5444	41.15	44.1548	42.1027	45.8166	38.1079	100.0	46.9477	36.6607	46.5154	44.8294	41.5711	36.9805	41.2925	43.4266	37.6025	43.437	43.3841	46.4427	46.3634	47.457	48.7071	47.0861	48.9712	43.9254	
2IVS_TK	42.3257	42.7828	47.516	45.8106	9.3818	43.7599	42.9286	46.3554	17.2778	29.1659	31.7954	42.3947	30.0128	30.5298	45.1646	47.5376	39.3183	40.9142	44.5825	43.2288	44.1743	41.9807	40.0819	42.5197	47.8055	41.5666	37.5827	42.3098	42.648	39.2557	36.5756	39.6965	43.4485	41.8214	44.9338	47.091	44.4581	43.1305	46.4876	44.2164	47.6043	46.2791	45.0525	46.3746	46.5409	43.7977	45.3939	45.5387	45.8016	43.7104	43.9381	38.0307	37.6878	35.2076	44.7723	46.9303	38.1943	39.6308	43.7217	39.8168	40.7668	37.4354	38.2465	40.858	37.6684	43.6874	39.2582	40.7863	42.9222	41.0749	44.1883	41.1199	41.5421	44.961	34.2271	35.3482	48.4656	47.2938	49.2499	44.8647	47.2463	44.3566	43.4451	45.5491	47.6809	41.1918	43.9957	40.7711	41.4414	50.2779	24.3081	44.2947	24.3079	45.7975	47.9408	50.1579	48.8149	45.0872	45.6328	47.31	42.0675	43.929	41.6224	44.7093	48.3727	44.4965	48.1942	40.4386	43.9186	47.2298	43.4554	47.3674	46.9219	47.8488	41.895	46.9477	100.0	42.285	47.8887	45.8455	45.6405	32.7779	43.9578	45.4493	41.8007	44.6619	44.1024	46.6972	46.4385	45.0565	45.1089	48.4045	44.9939	44.0539	
2P0C_TK	30.5542	30.8381	42.143	37.3301	6.3589	33.2194	39.0845	37.3615	11.637	21.0861	23.2983	32.2998	22.1489	22.264	41.3686	39.3007	36.584	35.4999	39.8654	39.702	35.9684	33.5831	30.3269	37.1852	38.028	34.7579	32.4165	37.0301	42.2338	35.8245	36.6997	35.4768	37.3677	34.8713	39.1867	42.6097	34.0306	34.4602	37.4539	37.0302	36.1738	37.9878	38.2137	37.8524	37.7359	33.4529	34.3121	34.079	35.1139	39.7043	33.8299	29.3556	30.7317	27.5374	40.0891	38.9001	29.5413	30.4555	40.177	32.7136	32.7298	28.4178	31.1498	33.0878	29.7155	40.0847	29.6607	31.318	39.8819	34.9171	39.412	37.4072	42.1751	36.6752	32.9388	39.6187	36.7726	38.0005	37.6713	41.2857	40.1804	38.4644	38.3984	41.2595	39.6633	36.912	39.0991	37.469	38.6891	44.7341	16.4291	43.2077	16.5716	40.939	39.4273	44.3708	39.5662	43.013	36.835	42.3432	38.7453	36.2528	42.3131	40.7861	41.7785	39.0277	38.5078	39.2062	45.2698	42.9355	35.2173	39.5311	42.4343	41.3554	39.8768	36.6607	42.285	100.0	40.6888	39.9812	43.4928	23.1937	43.4623	41.3175	40.5866	41.0579	40.6454	37.7899	37.4945	38.9435	38.031	38.7407	35.7755	38.3942	
2R2P_TK	40.3324	40.976	43.1378	43.393	9.1714	42.7047	41.0415	44.2505	16.7711	28.547	32.0953	41.9248	29.4945	31.1662	40.4468	43.7745	40.9642	42.7726	44.8685	43.8951	43.5177	42.9748	42.2429	41.5372	44.0059	42.4561	39.7104	42.8803	44.1804	37.8451	35.6009	41.9111	43.5576	43.7854	44.6777	46.3287	43.5827	44.2524	46.5935	45.2354	46.0696	44.0391	41.3397	41.9388	42.3186	42.7311	39.519	41.7235	42.0627	41.8583	41.8165	38.5413	38.7454	36.1211	41.6258	44.8116	38.0186	40.2625	41.8333	40.2777	41.9466	38.0487	39.5847	42.7178	38.2356	43.2194	37.7086	40.725	40.176	41.3114	44.6193	40.8893	40.9406	44.584	36.0317	36.4246	48.2072	47.0998	47.3295	45.2805	44.5026	44.5196	43.3243	45.7314	47.1327	43.8473	45.7766	39.2905	45.1752	47.5032	24.097	41.7965	23.3058	45.4129	46.7028	47.6821	46.9246	43.2036	44.4112	47.6786	41.9768	44.674	43.2453	51.1244	47.1424	45.5752	45.0204	40.5	41.998	47.091	38.5054	44.3858	45.9957	54.9652	50.3774	46.5154	47.8887	40.6888	100.0	54.8794	45.7695	31.6527	45.8961	46.4939	42.7423	45.7243	44.9317	47.6081	47.4246	46.5945	46.6447	46.4732	46.7452	44.4522	
2REI_TK	37.8015	38.2469	42.2246	40.0233	8.5146	39.6385	39.5004	43.3784	15.8626	26.9681	30.516	40.8892	28.6733	28.9248	37.958	40.3206	40.4285	41.9035	44.2035	43.0094	39.9775	39.5035	38.2809	40.9167	42.3425	38.506	40.0058	38.8871	43.9012	38.2398	36.8531	38.571	38.7271	41.0629	42.4414	43.1808	40.6526	43.2646	45.0695	44.7771	44.8896	40.8272	39.0665	39.7062	39.5077	40.9432	37.562	39.517	40.1329	41.8725	40.8919	35.713	35.7552	33.3979	39.9592	42.2847	36.0978	38.1474	40.4013	38.5579	40.053	34.5083	37.3258	38.7381	35.3233	40.7644	35.4284	38.3217	38.1373	38.4783	43.8967	41.3129	38.9556	41.045	34.2867	34.8862	46.2736	44.5077	45.8925	46.1912	44.9824	42.1066	41.2939	44.6131	45.7675	41.1065	43.6946	35.892	43.7465	46.4337	22.2193	42.2384	21.8312	43.4498	45.6603	46.716	45.4676	41.3742	46.1166	46.8818	43.667	42.8249	42.843	49.4736	44.2094	42.2844	42.7748	40.2586	43.009	44.9993	39.2149	42.0047	44.6394	50.7851	49.7764	44.8294	45.8455	39.9812	54.8794	100.0	45.7176	30.1855	43.5092	44.7191	41.2397	43.317	43.1241	46.5725	46.4148	43.4933	43.6788	45.4168	43.7443	43.6365	
3BBT_TK	36.1858	36.6439	41.8224	41.7314	8.3789	39.499	40.3452	43.0347	15.4299	25.5949	29.1505	40.0408	27.5181	27.8574	40.4932	42.6644	38.9724	39.8512	45.4471	45.1645	39.1248	41.2108	35.9958	39.8162	44.2479	38.8311	37.852	42.148	44.8526	36.8877	37.8725	39.2649	39.8183	38.6269	43.0731	44.1096	41.0934	42.6314	44.6871	43.8809	42.8352	39.3451	40.425	40.305	39.8671	39.9703	37.7156	39.6281	40.7225	42.518	41.1325	36.5518	37.2621	34.0352	42.2022	45.1568	36.2148	39.2024	42.3634	40.5953	41.861	36.0054	38.2254	38.8709	35.9031	44.572	36.9062	37.5122	40.1885	37.3844	42.0966	41.3902	40.7613	43.0565	35.6039	36.3326	44.8241	43.8773	44.111	46.8337	44.9025	41.192	40.6549	44.7111	45.6261	42.5739	46.0266	39.1952	43.3785	48.5893	21.6309	41.2432	21.3877	43.4372	43.0937	47.0348	42.8127	40.9171	43.0593	46.9246	39.4778	47.8662	43.4924	44.3402	43.4401	43.9242	40.041	38.0316	44.4149	45.4585	38.8111	42.3957	44.6841	45.2263	42.1271	41.5711	45.6405	43.4928	45.7695	45.7176	100.0	29.5736	45.5947	43.3725	41.2447	43.1487	43.856	45.614	45.4831	41.7198	41.4648	44.5861	43.7234	44.9705	
3BKB_TK	35.5472	35.7356	27.6907	30.929	21.1381	35.9433	26.8932	37.37	36.2926	41.8532	45.3227	36.949	49.467	49.555	24.9969	29.2103	25.1977	28.5732	29.1183	28.5427	29.5018	38.6738	33.243	29.5602	34.8692	29.2509	32.2375	32.2155	25.1264	23.2358	22.2552	27.246	29.3738	28.9777	33.3009	29.89	39.771	37.0735	35.1822	32.9968	36.2483	31.1953	29.3623	30.6824	30.6116	36.8608	36.9547	37.0838	36.6399	29.7442	41.0151	43.631	39.1084	41.7419	30.9405	34.3228	42.3386	42.8243	30.5579	38.1617	40.2143	44.3741	42.9038	38.9074	41.3378	34.8067	45.799	36.9406	25.4627	25.7064	26.6176	34.7439	24.2587	34.4694	21.5188	19.8225	36.7323	31.7982	37.1597	30.1827	34.5318	27.3468	25.8255	27.7679	36.3935	31.6971	31.0769	23.5798	25.4071	30.847	43.1579	23.8764	45.9196	28.7277	36.1855	29.4983	34.8701	24.9468	36.6027	32.5129	27.8775	37.7886	25.0627	26.0681	31.1162	35.6683	32.8055	23.5992	25.3293	30.9611	34.4399	30.8331	26.6149	31.3355	23.797	36.9805	32.7779	23.1937	31.6527	30.1855	29.5736	100.0	27.7517	28.2013	22.9076	26.1607	26.3941	34.2229	34.5085	30.1641	31.335	35.3995	37.3463	31.2637	
3CC6_TK	35.9355	36.3218	41.4124	42.0775	7.9513	36.8552	40.9233	41.6509	14.671	25.4598	28.3511	39.138	25.6309	27.4407	38.9527	39.9928	39.7021	40.1622	45.053	44.4427	41.4218	40.3261	36.164	38.5958	42.6976	39.7961	37.0907	44.1775	42.5665	36.1936	33.9806	40.5667	43.8146	41.4151	40.3268	46.3649	40.3199	39.6245	41.4148	40.7469	41.9172	41.5261	39.541	40.2577	40.1427	38.8759	36.0196	39.3728	40.1564	39.4061	37.0395	34.5566	35.8196	32.6357	41.6142	41.6635	35.1347	36.8981	39.3064	36.9068	39.9442	34.9543	35.4224	38.9991	35.5554	41.0231	33.7986	36.6317	39.5217	40.2006	40.1535	36.4053	42.033	42.7926	36.4276	37.1761	42.9661	42.8647	41.2558	41.6314	40.2254	41.9216	40.8035	44.8542	41.7953	42.6559	43.1807	39.8135	41.69	45.0389	20.6306	41.2935	20.4719	44.0664	43.4457	45.7978	42.0718	43.5621	37.5017	44.0381	40.6285	42.4729	44.644	44.0474	44.6979	42.1429	43.8273	39.9809	39.3551	45.065	35.9192	44.1867	44.0844	46.0843	43.6022	41.2925	43.9578	43.4623	45.8961	43.5092	45.5947	27.7517	100.0	43.8154	40.4848	42.8522	41.3429	43.6296	43.5466	42.4256	41.8451	40.7757	41.1492	39.4792	
3LCK_TK	38.3906	38.6734	43.7385	44.4798	7.914	40.172	40.2632	40.4206	14.7637	24.863	27.1087	37.6188	25.9164	26.8658	40.0485	42.2745	38.918	39.0981	44.1785	43.0192	44.7373	39.7609	38.3076	39.4561	41.2964	41.7919	34.7772	39.7202	40.1239	36.9577	35.6154	41.1306	41.535	40.9236	42.9355	45.1307	40.2825	41.6388	44.1452	42.382	40.2687	40.3548	43.8145	42.7684	43.572	38.537	37.7556	38.4938	39.1675	39.9072	39.4071	35.7264	36.0361	32.9621	40.8877	43.582	35.1334	34.7942	42.8733	35.9629	36.1987	34.6986	36.3718	37.0321	35.3425	42.7993	34.6309	35.822	42.3393	41.2411	41.154	39.088	41.149	40.7441	33.5087	34.7027	41.8309	39.4694	43.151	41.0937	40.7023	43.4573	42.5855	43.0108	41.3666	43.2754	45.3143	41.8766	45.1966	45.5968	21.4853	40.4155	21.2263	46.9718	45.1708	47.4272	43.7501	42.0282	41.1581	44.9112	42.2774	40.6853	43.9281	45.2976	44.3027	39.0654	42.9555	38.9978	42.6943	44.8508	35.8304	42.3077	51.4713	43.4164	40.6739	43.4266	45.4493	41.3175	46.4939	44.7191	43.3725	28.2013	43.8154	100.0	41.657	42.8617	42.9474	42.4092	42.1736	44.3718	43.6622	43.369	43.3416	43.939	
